Fecha,Producto,Cantidad,Precio,Ciudad,Cliente,Total
2025-03-02,Cámara,4,432.44,Guadalajara,Dr. Rufino Almanza,1729.76
2025-04-16,Impresora,5,379.14,Querétaro,Marisol Esther Ulloa,1895.6999999999998
2024-10-03,Cámara,1,812.62,Ciudad de México,Uriel Humberto Rincón,812.62
2024-10-05,Mouse,2,342.99,Monterrey,Evelio Olivares,685.98
2025-02-03,Impresora,1,204.09,Guadalajara,Hernán Claudio Pulido Carvajal,204.09
2025-06-15,Impresora,9,896.51,Guadalajara,Ing. Francisco Jáquez,8068.59
2025-05-05,Laptop,8,1833.22,Cancún,Samuel Toro Tafoya,14665.76
2025-03-27,Mouse,1,772.13,Monterrey,Martín Aldonza Suárez,772.13
2024-08-15,Smartphone,7,1041.31,Monterrey,Mónica Raúl Madrigal,7289.17
2025-06-07,Impresora,1,1781.79,Cancún,Lic. Graciela Pelayo,1781.79
2024-09-30,Mouse,8,340.41,Toluca,Carolina Cecilia Briseño Jaramillo,2723.28
2025-03-13,Tablet,10,710.36,Cancún,Felix Soledad Montez Osorio,7103.6
2024-09-09,Teclado,1,1725.6,Cancún,Alicia Anguiano,1725.6
2024-09-13,Tablet,5,978.21,Ciudad de México,Gerónimo Armenta Echeverría,4891.05
2024-09-27,Monitor,6,1882.13,Toluca,Lic. Arturo Merino,11292.78
2025-06-02,Impresora,4,1983.32,Cancún,Modesto Hermelinda Caldera Aguilera,7933.28
2024-09-04,Teclado,7,592.09,Ciudad de México,Ana María Alfaro Salinas,4144.63
2025-03-27,Teclado,7,1053.46,Querétaro,Ing. Emiliano Fierro,7374.22
2024-09-06,Teclado,4,406.68,Ciudad de México,Elias Elizondo,1626.72
2024-11-12,Laptop,8,1029.69,Guadalajara,Mtro. Margarita Quesada,8237.52
2024-12-11,Audífonos,9,1757.03,Puebla,Cornelio Rodríquez,15813.27
2025-01-21,Impresora,10,139.04,Guadalajara,Graciela Ernesto Arredondo Merino,1390.3999999999999
2025-05-04,Cámara,7,623.56,Puebla,Mariana Lucas Valdés de Jesús,4364.92
2024-12-10,Audífonos,2,296.34,Ciudad de México,Sr(a). Irma Parra,592.68
2025-06-05,Laptop,6,1182.9,Toluca,Sessa Flavio Hernandes,7097.400000000001
2025-04-01,Monitor,9,1564.71,Cancún,Dr. Elena Aranda,14082.39
2024-12-19,Impresora,7,1655.51,Cancún,Caridad Marroquín,11588.57
2025-07-30,Smartphone,1,998.98,Puebla,Mtro. Ofelia Puga,998.98
2025-01-02,Mouse,6,913.94,Ciudad de México,Amalia Juan Baca Medrano,5483.64
2025-04-23,Smartphone,10,617.75,Monterrey,Andrea Manzanares Guajardo,6177.5
2025-01-29,Tablet,9,1706.32,Toluca,Rosalia Gregorio Osorio,15356.88
2025-02-10,Monitor,3,1277.15,Querétaro,Hernán Indira Valles Medina,3831.4500000000003
2025-06-18,Impresora,3,1027.85,Puebla,Ruby Espino Villagómez,3083.5499999999997
2025-06-15,Mouse,3,538.16,Puebla,Claudio María Cristina Ornelas,1614.48
2025-02-03,Tablet,4,1026.6,Ciudad de México,Sr(a). Natalia Santacruz,4106.4
2025-05-20,Audífonos,1,1517.24,Toluca,Sr(a). Víctor Mares,1517.24
2025-02-23,Audífonos,1,1639.01,Puebla,Elias Paulina Santacruz,1639.01
2024-09-19,Audífonos,9,623.77,Ciudad de México,Lic. Esmeralda Puga,5613.93
2025-03-23,Tablet,1,536.78,Ciudad de México,Ernesto Fajardo,536.78
2025-03-14,Audífonos,8,1928.22,Guadalajara,Modesto Durán,15425.76
2025-06-22,Audífonos,3,1269.67,Monterrey,Lic. Renato Puente,3809.01
2025-01-30,Mouse,7,377.51,Guadalajara,Josefina Cornelio Arce Pabón,2642.5699999999997
2025-04-13,Monitor,5,993.5,Ciudad de México,Sr(a). Benito Rivera,4967.5
2025-02-11,Mouse,1,1739.19,Cancún,Óliver Linda Verduzco,1739.19
2025-06-15,Impresora,1,352.08,Ciudad de México,Tania Hernán Velázquez,352.08
2024-08-27,Audífonos,7,1284.71,Querétaro,Leonor Ana Luisa Nieves,8992.970000000001
2024-11-24,Impresora,2,1173.21,Puebla,José Manuél Gabriel Lemus Carrillo,2346.42
2025-05-02,Monitor,2,664.07,Querétaro,Eugenio Cristina Sánchez,1328.14
2025-02-25,Audífonos,2,741.01,Querétaro,Mtro. Florencia Briseño,1482.02
2024-12-04,Cámara,6,1276.31,Querétaro,Zacarías Marcela Villa Gaytán,7657.86
2025-04-27,Audífonos,7,682.18,Monterrey,Dr. Beatriz Alonzo,4775.259999999999
2025-07-04,Laptop,6,853.99,Monterrey,Ing. Joaquín de Jesús,5123.9400000000005
2025-01-12,Teclado,7,1455.13,Querétaro,Andrés Cordero,10185.91
2025-06-14,Cámara,1,300.52,Cancún,María Serrato,300.52
2025-01-09,Tablet,5,322.43,Puebla,Isabela Emilio Guzmán,1612.15
2024-11-20,Tablet,6,500.8,Guadalajara,Ing. Verónica Alvarado,3004.8
2024-09-06,Monitor,2,662.57,Ciudad de México,Lic. Juan Carlos Valverde,1325.14
2025-06-12,Smartphone,1,688.68,Puebla,Dr. Antonio Pedraza,688.68
2024-08-27,Laptop,4,133.3,Puebla,Isabela Chávez Casárez,533.2
2024-10-06,Laptop,8,1472.29,Ciudad de México,Sr(a). Adalberto Luna,11778.32
2024-09-21,Laptop,5,462.48,Toluca,Mtro. Jos Sánchez,2312.4
2024-12-09,Monitor,3,508.15,Cancún,Federico Meraz Feliciano,1524.4499999999998
2025-07-12,Monitor,3,218.67,Ciudad de México,Adalberto Esteban Niño,656.01
2025-07-19,Laptop,2,1673.2,Ciudad de México,Reina Reynaldo Laboy,3346.4
2024-10-01,Laptop,9,1709.48,Puebla,Alta  Gracia Murillo,15385.32
2025-07-20,Monitor,7,656.79,Querétaro,Rolando Marroquín,4597.53
2025-03-06,Monitor,7,590.07,Puebla,Abigail Agustín Espino,4130.490000000001
2024-08-08,Tablet,4,416.48,Guadalajara,Gabriela del Río,1665.92
2025-04-13,Monitor,5,1292.36,Ciudad de México,Ángel Bernardo Aparicio,6461.799999999999
2024-11-22,Tablet,6,1323.21,Cancún,Ruby Elena Almonte Valle,7939.26
2025-01-06,Teclado,1,262.0,Puebla,Darío Holguín Bustamante,262.0
2024-09-20,Audífonos,10,157.49,Cancún,Mayte Estela Espinal Fonseca,1574.9
2024-08-08,Smartphone,3,354.37,Querétaro,Hilda Cepeda Arteaga,1063.1100000000001
2025-07-31,Cámara,3,653.7,Cancún,Yolanda Tamayo Bueno,1961.1000000000001
2024-08-31,Smartphone,2,1343.22,Toluca,Alma Vigil Castro,2686.44
2024-10-17,Tablet,6,799.28,Toluca,Mauricio Antonia Guzmán Roque,4795.68
2024-12-14,Laptop,9,1388.09,Cancún,Ing. Abel Haro,12492.81
2025-02-05,Teclado,8,967.2,Guadalajara,Octavio Amalia Ureña,7737.6
2025-07-05,Impresora,2,749.49,Toluca,Asunción Elvia de Jesús,1498.98
2024-11-13,Tablet,5,815.52,Toluca,María Cristina Dávila,4077.6
2024-12-13,Teclado,5,601.08,Toluca,Amelia Hernandes,3005.4
2025-06-19,Tablet,2,895.53,Ciudad de México,Julio César Delia Gálvez Peña,1791.06
2024-11-06,Tablet,5,956.68,Cancún,Karina Pulido,4783.4
2025-03-08,Tablet,6,498.26,Ciudad de México,Bernardo Salcido,2989.56
2025-02-27,Monitor,6,261.87,Cancún,Luisa Candelaria Ávalos,1571.22
2024-11-14,Monitor,3,821.68,Puebla,Helena Patiño Muñiz,2465.04
2024-10-20,Monitor,9,1258.26,Querétaro,Evelio Ramón Lugo Vargas,11324.34
2024-12-19,Audífonos,1,1866.63,Querétaro,Jorge Segura Cadena,1866.63
2025-01-03,Cámara,1,409.76,Cancún,Mariana Ocampo,409.76
2024-12-20,Audífonos,3,713.78,Cancún,Martín Homero Esparza Leal,2141.34
2024-12-26,Tablet,4,642.68,Ciudad de México,Lucas Partida Sandoval,2570.72
2025-06-27,Audífonos,2,1703.69,Cancún,Ing. Carolina Caldera,3407.38
2025-04-27,Impresora,5,907.03,Toluca,Armando Esparta Jasso,4535.15
2025-04-06,Tablet,7,670.22,Cancún,Gabriela Teodoro Tamayo Alarcón,4691.54
2025-02-24,Impresora,9,1377.21,Guadalajara,Uriel Miriam Franco Benavídez,12394.89
2025-01-30,Cámara,4,267.54,Ciudad de México,Silvano Tomás Leiva,1070.16
2024-10-19,Monitor,1,977.37,Monterrey,Juana Hilda Prado Vargas,977.37
2024-08-24,Mouse,5,1349.01,Ciudad de México,Yolanda Casares Urrutia,6745.05
2025-04-07,Mouse,4,408.89,Cancún,Gregorio Villalpando,1635.56
2025-03-12,Laptop,1,1099.25,Toluca,Sr(a). Natalia Hernádez,1099.25
2025-07-10,Laptop,9,878.63,Cancún,Leonor Espinosa Quintanilla,7907.67
2025-01-18,Teclado,10,469.37,Puebla,Mtro. Fabiola Velásquez,4693.7
2025-07-16,Cámara,1,1500.77,Toluca,Minerva Abreu,1500.77
2024-10-16,Teclado,9,102.89,Querétaro,Trinidad Apodaca Gollum,926.01
2025-06-10,Impresora,6,1101.42,Cancún,Sandra Jonás Díaz,6608.52
2025-03-18,Impresora,9,120.39,Puebla,Eugenia Darío Acosta,1083.51
2025-05-23,Laptop,4,875.94,Puebla,Sara Luz Orellana Rosales,3503.76
2024-09-02,Mouse,8,310.83,Guadalajara,Lic. Diego Hinojosa,2486.64
2025-06-23,Audífonos,8,870.68,Querétaro,Teodoro Lucía Montemayor,6965.44
2025-01-03,Tablet,1,1626.84,Guadalajara,Mariano Modesto Amaya Sosa,1626.84
2025-06-19,Audífonos,2,1381.51,Cancún,Dr. Gerónimo Laboy,2763.02
2025-06-21,Audífonos,6,645.54,Toluca,Flavio María José Terán,3873.24
2024-10-23,Impresora,5,770.97,Puebla,Alfredo Victoria Rangel,3854.8500000000004
2025-03-28,Mouse,7,1442.49,Ciudad de México,Abril Julio César Roque,10097.43
2025-01-30,Teclado,1,592.63,Ciudad de México,Amanda Leticia Gastélum,592.63
2024-11-14,Audífonos,2,286.79,Querétaro,Alfonso Luna Corral,573.58
2025-06-05,Monitor,10,1723.0,Monterrey,Bernardo Estela Longoria,17230.0
2025-03-09,Audífonos,3,1629.18,Querétaro,Tania Socorro Berríos Palacios,4887.54
2025-04-07,Tablet,7,740.1,Monterrey,Sr(a). Serafín Montes,5180.7
2024-10-23,Laptop,2,1249.28,Monterrey,María Eugenia Cynthia Mercado Espinal,2498.56
2025-06-05,Laptop,8,1947.94,Monterrey,Benjamín Bañuelos,15583.52
2024-09-01,Mouse,6,390.33,Monterrey,Pamela Patricia Calvillo,2341.98
2025-04-29,Laptop,8,555.22,Querétaro,Omar Elvira Trujillo,4441.76
2025-03-18,Cámara,4,747.54,Querétaro,Gustavo Garrido,2990.16
2024-11-18,Monitor,8,1738.38,Puebla,Celia Débora Morales,13907.04
2025-05-30,Monitor,5,679.49,Guadalajara,Ruby Natalia Muñoz,3397.45
2024-10-29,Tablet,7,205.12,Cancún,Marcela Sisneros,1435.8400000000001
2025-06-12,Mouse,2,930.05,Guadalajara,Dr. Minerva Avilés,1860.1
2024-10-23,Tablet,4,1492.02,Monterrey,Ivonne Rivas Madera,5968.08
2025-05-16,Teclado,3,526.14,Querétaro,Sr(a). Florencia Véliz,1578.42
2024-09-28,Smartphone,9,1439.56,Ciudad de México,Dr. Esparta Hernández,12956.039999999999
2025-04-07,Laptop,1,721.08,Guadalajara,Rebeca Susana Hernández,721.08
2025-03-19,Audífonos,9,612.49,Guadalajara,Dr. Leticia Holguín,5512.41
2025-05-13,Cámara,4,659.9,Guadalajara,María Eugenia Yolanda Miranda Matos,2639.6
2025-05-18,Tablet,6,1258.07,Toluca,Mtro. Esparta Caraballo,7548.42
2025-02-03,Audífonos,3,1299.33,Ciudad de México,Anel Esquivel Jimínez,3897.99
2025-02-20,Teclado,4,1912.23,Toluca,Mtro. Lilia Espinosa,7648.92
2024-11-29,Teclado,10,101.6,Toluca,Aldonza de la Crúz,1016.0
2025-04-09,Tablet,5,1710.18,Ciudad de México,Bernabé Quiñónez Zambrano,8550.9
2025-02-04,Smartphone,7,1022.97,Querétaro,Josefina Diego Vergara,7160.79
2024-11-29,Audífonos,1,1715.33,Querétaro,Débora Hernandes,1715.33
2024-11-04,Audífonos,6,469.98,Ciudad de México,Augusto Raúl Pedraza,2819.88
2025-04-06,Teclado,9,1957.67,Guadalajara,Guillermina Díaz Viera,17619.03
2025-02-08,Mouse,4,493.43,Querétaro,Mtro. Agustín Leiva,1973.72
2025-01-20,Monitor,1,213.32,Querétaro,Dr. Abril Beltrán,213.32
2024-08-21,Audífonos,5,1242.49,Puebla,Dulce Padrón,6212.45
2025-05-10,Laptop,4,518.39,Cancún,Dulce Isaac Arguello,2073.56
2025-05-01,Audífonos,1,1831.94,Querétaro,Pablo Gregorio Farías Almaraz,1831.94
2025-03-14,Audífonos,8,820.57,Querétaro,Mitzy Gerónimo Calvillo,6564.56
2024-08-16,Monitor,4,357.32,Monterrey,Sr(a). Tomás Tirado,1429.28
2025-04-02,Teclado,9,906.62,Guadalajara,Sr(a). Adriana Becerra,8159.58
2024-12-28,Laptop,6,1156.46,Guadalajara,Mtro. Araceli Cardenas,6938.76
2025-07-05,Laptop,8,1005.98,Monterrey,Mtro. Citlali Centeno,8047.84
2025-04-30,Smartphone,9,408.32,Querétaro,Hugo Villa,3674.88
2025-04-12,Teclado,3,266.48,Guadalajara,René Bañuelos,799.44
2024-09-23,Impresora,4,449.8,Guadalajara,Alvaro Blanca Raya,1799.2
2025-04-25,Mouse,1,162.05,Puebla,Wilfrido Matías,162.05
2024-12-06,Mouse,3,1512.69,Puebla,Dulce María Carrasco,4538.07
2024-12-06,Tablet,4,1670.92,Puebla,Sonia Clemente Caraballo Heredia,6683.68
2025-02-18,Cámara,3,1350.93,Monterrey,Dulce María Pulido,4052.79
2024-08-19,Cámara,8,636.74,Querétaro,Abigail Vera,5093.92
2025-04-06,Tablet,5,874.06,Guadalajara,Luis Manuel Alcaraz Márquez,4370.299999999999
2024-12-24,Smartphone,8,1165.04,Ciudad de México,Mtro. Yeni Echeverría,9320.32
2025-04-20,Smartphone,6,1029.22,Toluca,Rosario Corona,6175.32
2025-08-06,Cámara,1,792.17,Guadalajara,Bianca Eduardo Zamora,792.17
2025-07-04,Impresora,8,899.64,Ciudad de México,Natalia Guevara,7197.12
2025-07-09,Teclado,9,1870.18,Cancún,Roberto Roldán,16831.62
2025-03-21,Mouse,3,1722.94,Cancún,Sergio Burgos Márquez,5168.82
2024-11-11,Mouse,3,1243.82,Monterrey,Elsa Serrato Murillo,3731.46
2024-12-06,Monitor,1,1985.92,Cancún,Salma Tirado,1985.92
2025-08-04,Teclado,8,1885.3,Puebla,Augusto Romero Maldonado,15082.4
2025-05-12,Tablet,6,1113.41,Guadalajara,Dr. Hugo Valentín,6680.460000000001
2024-12-06,Audífonos,9,1368.79,Cancún,Gustavo Ávila Carrión,12319.11
2025-05-17,Audífonos,9,408.96,Monterrey,Dr. Barbara Collado,3680.64
2025-05-11,Laptop,1,1966.41,Puebla,Isaac Leticia Tovar,1966.41
2024-11-19,Tablet,5,947.65,Ciudad de México,Hugo Benítez,4738.25
2025-07-06,Monitor,8,1472.2,Toluca,Nancy Liliana Montemayor Barrios,11777.6
2024-12-09,Laptop,8,530.75,Querétaro,Santiago Augusto Rentería Venegas,4246.0
2024-09-14,Audífonos,3,250.18,Guadalajara,Hugo Rosario Rubio Burgos,750.54
2025-04-01,Smartphone,7,315.59,Querétaro,Adán Salcedo Corral,2209.1299999999997
2024-10-15,Impresora,8,464.43,Querétaro,Mtro. Verónica Santacruz,3715.44
2025-02-03,Laptop,9,1247.16,Monterrey,Estefanía Marín,11224.44
2025-06-14,Cámara,3,995.0,Cancún,Raquel Sauceda Carmona,2985.0
2024-10-05,Audífonos,8,300.78,Monterrey,Jerónimo Tamez Gallardo,2406.24
2024-11-29,Laptop,6,1602.61,Cancún,Santiago Pedraza,9615.66
2025-02-22,Mouse,6,1215.37,Ciudad de México,Homero Mayorga Villagómez,7292.219999999999
2024-12-24,Monitor,7,1750.8,Querétaro,Lic. Miguel Becerra,12255.6
2025-05-05,Tablet,6,1311.42,Querétaro,Hernán Mariana Salcedo Rivero,7868.52
2024-11-27,Mouse,2,556.02,Querétaro,Lic. Vanesa Sepúlveda,1112.04
2025-02-13,Monitor,8,805.6,Toluca,Dr. Débora Villaseñor,6444.8
2025-05-24,Cámara,7,1004.98,Toluca,Espartaco Carrión,7034.860000000001
2024-10-09,Cámara,8,212.55,Cancún,Julio Caldera,1700.4
2025-06-18,Monitor,6,633.05,Cancún,Isabel Márquez Reyes,3798.2999999999997
2024-09-03,Mouse,10,1888.29,Querétaro,Alejandra Alemán Grijalva,18882.9
2025-04-25,Teclado,1,454.51,Querétaro,Liliana Pedro Olmos,454.51
2025-07-22,Impresora,5,107.29,Puebla,Victoria Amador,536.45
2024-08-23,Smartphone,1,297.48,Toluca,Vicente Eloisa Téllez Vera,297.48
2025-03-05,Monitor,9,1699.52,Toluca,Ivonne María Cristina Granados,15295.68
2025-07-06,Cámara,7,201.63,Toluca,Minerva Marrero Anaya,1411.4099999999999
2024-09-21,Monitor,9,696.62,Toluca,Ing. Isabela Hinojosa,6269.58
2025-01-07,Monitor,7,600.0,Toluca,Paulina Eugenio Limón,4200.0
2025-06-15,Tablet,10,1276.61,Puebla,Lic. Pamela Gurule,12766.099999999999
2025-07-23,Monitor,7,1932.52,Ciudad de México,Alicia Amanda Flores Romo,13527.64
2025-06-19,Audífonos,4,1048.54,Querétaro,Abril Razo,4194.16
2025-03-13,Tablet,4,1700.41,Guadalajara,Gonzalo Gregorio Alba,6801.64
2025-06-22,Monitor,7,1530.92,Guadalajara,Oswaldo Alonzo Sanches,10716.44
2024-08-16,Monitor,8,120.99,Cancún,Eugenio Claudio Lemus,967.92
2025-02-08,Laptop,7,1310.68,Ciudad de México,Delia Luis Miguel Rivera Ybarra,9174.76
2024-08-12,Mouse,2,405.96,Guadalajara,Soledad Casas,811.92
2024-11-11,Cámara,7,672.53,Cancún,Mayte Cuellar,4707.71
2025-02-23,Mouse,2,1441.89,Monterrey,Judith Garay Marín,2883.78
2025-08-03,Laptop,7,703.7,Querétaro,Cristal Mario Escobar,4925.900000000001
2024-11-26,Cámara,5,351.55,Monterrey,Sr(a). Ignacio Zambrano,1757.75
2024-11-15,Audífonos,10,604.39,Toluca,Antonia Óscar Pineda Villaseñor,6043.9
2025-07-06,Smartphone,8,309.22,Monterrey,Dr. Miguel Borrego,2473.76
2024-10-30,Audífonos,6,949.43,Puebla,Carolina Ortiz Corral,5696.58
2025-02-26,Monitor,3,237.8,Querétaro,Sessa Carrillo,713.4000000000001
2024-09-16,Laptop,1,1349.42,Cancún,Ricardo Nadia Tejeda,1349.42
2024-10-10,Smartphone,7,213.17,Puebla,Judith Emilio Ruiz Ornelas,1492.1899999999998
2025-06-13,Mouse,3,1145.06,Monterrey,Jorge Luis Arcelia Ulibarri Quiñones,3435.18
2024-09-17,Smartphone,9,139.72,Guadalajara,Celia Víctor Aguilera Olivo,1257.48
2025-01-27,Laptop,5,199.09,Puebla,Jesús Alberto Olivo Solorzano,995.45
2025-01-26,Cámara,3,1443.65,Ciudad de México,Javier Rosario,4330.950000000001
2024-09-11,Audífonos,1,1732.31,Cancún,Pamela Zaragoza,1732.31
2025-01-08,Laptop,9,1913.41,Querétaro,Sr(a). Pascual Arriaga,17220.690000000002
2025-01-15,Cámara,3,1663.79,Puebla,Marisol Noelia Arteaga Garrido,4991.37
2024-10-06,Teclado,7,1338.49,Toluca,Israel Chacón,9369.43
2025-02-09,Tablet,8,1416.03,Puebla,Lorenzo Nieves,11328.24
2025-04-05,Impresora,10,1228.35,Toluca,Mtro. Dulce María Ballesteros,12283.5
2024-09-04,Monitor,8,1906.77,Puebla,Sr(a). Aldo Olivo,15254.16
2024-12-11,Laptop,2,1051.22,Toluca,Lucas Páez Porras,2102.44
2024-10-09,Audífonos,10,196.58,Toluca,Indira Dulce Jaramillo,1965.8000000000002
2025-06-17,Impresora,2,993.41,Guadalajara,Ing. Gerónimo Puente,1986.82
2024-08-28,Smartphone,3,569.41,Puebla,Nancy Alejandra Barragán Núñez,1708.23
2024-08-25,Laptop,5,1242.93,Toluca,Mateo del Río,6214.650000000001
2025-01-13,Cámara,10,652.56,Puebla,Ernesto Vanesa Valverde,6525.599999999999
2025-06-22,Audífonos,1,1126.5,Cancún,Oswaldo Caraballo,1126.5
2025-02-27,Smartphone,2,643.31,Querétaro,Cristian Delia Tapia,1286.62
2024-09-10,Laptop,9,999.92,Cancún,Espartaco Lovato Olivares,8999.279999999999
2024-11-16,Mouse,10,454.55,Ciudad de México,Mtro. Amanda Haro,4545.5
2025-04-09,Laptop,4,186.01,Puebla,Luz Amelia Mena Montoya,744.04
2024-08-23,Teclado,3,745.27,Monterrey,Alberto Benavídez Gamboa,2235.81
2024-11-28,Monitor,1,1468.48,Ciudad de México,Javier María del Carmen Vergara,1468.48
2024-11-24,Laptop,2,1919.57,Ciudad de México,Juan Carlos Mitzy Parra Dávila,3839.14
2025-04-19,Tablet,9,1078.8,Cancún,Zacarías Javier Acuña Fernández,9709.199999999999
2024-11-14,Smartphone,10,141.18,Toluca,Pedro María Cristina Sosa,1411.8000000000002
2025-01-07,Mouse,8,105.52,Querétaro,Lic. María Luisa Cabrera,844.16
2024-10-02,Monitor,7,989.19,Querétaro,Dr. Nelly Escobedo,6924.33
2024-10-25,Tablet,10,228.93,Guadalajara,Ing. Marisol Núñez,2289.3
2024-12-21,Audífonos,5,1922.39,Toluca,Dr. Teresa Castro,9611.95
2025-04-18,Audífonos,6,305.81,Puebla,Ángel Mercedes Carrero,1834.8600000000001
2024-12-17,Cámara,3,1515.31,Monterrey,Rosalia Pérez,4545.93
2025-02-10,Impresora,5,1898.41,Toluca,José Carlos Garibay Aguayo,9492.050000000001
2024-11-17,Impresora,5,1180.59,Toluca,Dr. Lorenzo de la Garza,5902.95
2025-01-20,Cámara,3,1479.7,Ciudad de México,Lic. Olivia Velasco,4439.1
2025-02-22,Cámara,8,183.45,Guadalajara,Luis Manuel Véliz Alva,1467.6
2025-01-26,Tablet,4,664.99,Querétaro,Hilda Sara Gamboa Borrego,2659.96
2024-12-03,Audífonos,8,1993.56,Toluca,Sr(a). Perla Ceballos,15948.48
2024-09-16,Mouse,4,1178.46,Querétaro,Víctor Montero Cruz,4713.84
2025-05-07,Tablet,9,1075.18,Guadalajara,Josefina Gonzalo Salcido,9676.62
2024-10-14,Tablet,3,1417.24,Toluca,Lucía Reina Negrón Irizarry,4251.72
2025-07-17,Mouse,1,1668.67,Puebla,María Elena Antonia Olvera,1668.67
2024-12-18,Audífonos,6,144.47,Monterrey,Alvaro Trujillo,866.8199999999999
2025-02-18,Smartphone,1,323.41,Cancún,Ing. Eloisa Lucero,323.41
2025-03-22,Monitor,3,1856.78,Puebla,Dr. Virginia Delgadillo,5570.34
2024-10-29,Smartphone,2,108.26,Puebla,Yolanda Peña,216.52
2025-01-01,Mouse,6,212.32,Cancún,Emiliano Catalina Quiñones,1273.92
2025-08-04,Smartphone,8,1426.88,Monterrey,Rodrigo Jaramillo Tejada,11415.04
2024-09-22,Smartphone,5,596.21,Puebla,Alma Sandra Montaño,2981.05
2025-03-10,Teclado,6,266.89,Querétaro,Rosario Anguiano,1601.34
2025-01-05,Tablet,6,241.15,Puebla,Aldonza Esquibel Rodríquez,1446.9
2025-03-02,Laptop,3,985.46,Toluca,Cecilia Cornelio Cortez,2956.38
2025-08-03,Monitor,4,1786.18,Querétaro,Esther Ricardo Covarrubias,7144.72
2025-06-04,Monitor,2,848.16,Toluca,Mtro. Daniela Niño,1696.32
2024-08-09,Audífonos,6,1598.73,Puebla,Felix María Cristina Cedillo Villanueva,9592.380000000001
2024-08-13,Audífonos,9,1732.98,Guadalajara,Inés Miguel Rincón Padilla,15596.82
2025-04-24,Cámara,1,1730.11,Toluca,Alfredo Concepción Madrigal Salgado,1730.11
2025-02-11,Monitor,2,298.07,Puebla,Elena Aurora Ibarra de la Torre,596.14
2024-09-26,Audífonos,8,1540.37,Guadalajara,Salvador Luis Manuel Salas Zamudio,12322.96
2024-12-13,Mouse,6,449.83,Guadalajara,Abel Eloy Fuentes Carrión,2698.98
2025-04-25,Impresora,9,212.87,Guadalajara,Sergio Alcántar Garrido,1915.83
2024-12-08,Cámara,5,1504.11,Monterrey,Irene Gerónimo Patiño,7520.549999999999
2025-01-17,Audífonos,8,482.21,Cancún,Olivia Sessa Menchaca,3857.68
2025-05-29,Mouse,3,1197.85,Ciudad de México,Lic. Federico Carranza,3593.5499999999997
2024-11-19,Audífonos,5,988.73,Toluca,Julio Reyes Terrazas,4943.65
2025-08-02,Cámara,3,1871.44,Querétaro,Adán Alma Tejeda,5614.32
2025-06-13,Monitor,10,1135.8,Cancún,Dulce María Mendoza,11358.0
2025-01-30,Tablet,9,677.45,Guadalajara,Esther Pineda,6097.05
2025-07-11,Impresora,6,595.03,Puebla,Alfonso Vélez Díaz,3570.18
2024-11-10,Audífonos,7,1305.43,Guadalajara,Ángel Trinidad Hinojosa,9138.01
2025-03-16,Teclado,3,1068.41,Querétaro,Adalberto Collazo Haro,3205.2300000000005
2025-08-03,Smartphone,8,1672.16,Guadalajara,Florencia Santillán,13377.28
2024-10-20,Teclado,7,634.29,Cancún,Lic. Rosario Cervántez,4440.03
2024-11-22,Impresora,9,825.57,Toluca,Miguel Ángel Jacobo Fuentes,7430.13
2024-09-24,Mouse,7,1648.31,Querétaro,Bruno Guadalupe Fernández,11538.17
2025-01-23,Tablet,4,1122.32,Cancún,Juana Briseño,4489.28
2024-08-18,Monitor,3,1787.91,Guadalajara,Pascual Sanches,5363.7300000000005
2024-08-25,Monitor,1,382.32,Monterrey,Carmen Miriam Colón Núñez,382.32
2025-06-03,Cámara,9,1139.44,Cancún,José Eduardo Abel Dávila,10254.960000000001
2024-12-25,Mouse,2,1180.8,Guadalajara,Modesto Rosa Guevara Villagómez,2361.6
2025-03-05,Monitor,6,1220.39,Monterrey,Aldo Gallardo Casárez,7322.34
2025-01-22,Audífonos,9,1084.79,Toluca,Gregorio Eduardo Armendáriz Guerrero,9763.11
2024-10-22,Cámara,8,553.85,Guadalajara,Ing. Uriel Morales,4430.8
2025-04-23,Monitor,2,1739.15,Querétaro,Bruno Fernando Montemayor Castañeda,3478.3
2025-05-01,Monitor,6,326.91,Querétaro,Miguel Ángel Alcántar,1961.46
2024-10-03,Laptop,9,1697.97,Querétaro,Pablo Luis Manuel Gonzales,15281.73
2025-03-26,Smartphone,9,1846.42,Monterrey,Sr(a). Tomás Reséndez,16617.78
2025-07-26,Teclado,4,562.35,Ciudad de México,Tomás Mejía,2249.4
2024-12-16,Laptop,4,765.17,Toluca,Esteban Ana María Rendón,3060.68
2025-05-27,Audífonos,2,1920.53,Querétaro,Clemente Garica Palomo,3841.06
2024-08-27,Teclado,8,1235.38,Monterrey,Úrsula Cruz Ojeda,9883.04
2024-09-18,Smartphone,3,733.86,Cancún,Alma Hugo García,2201.58
2024-12-24,Teclado,9,851.44,Querétaro,Sr(a). Lucía Fernández,7662.960000000001
2025-06-29,Smartphone,4,1611.41,Cancún,Helena Sauceda,6445.64
2024-08-11,Laptop,5,373.67,Cancún,Norma Santiago Alba,1868.3500000000001
2025-05-14,Smartphone,4,161.33,Ciudad de México,Daniel René Godínez Ceballos,645.32
2025-04-15,Monitor,4,1189.37,Querétaro,Leticia Caldera Parra,4757.48
2025-05-28,Monitor,1,1921.16,Puebla,Marisol Miguel Mireles,1921.16
2024-12-09,Cámara,8,1217.42,Cancún,Abigail Angélica Zamora,9739.36
